CCCCOC(=O)C(=C)C#N,374
C1C(CO1)(CCl)CCl,272
C1CCO1,197
CC1CO1,200
C1COCO1,209
CCCCCCOCC1CO1,189
C1CCCCOC1,204
O1CC1,225
ClCC1CO1,252
CCCCOCC1CO1,194
C=O,211
CC(c1ccc(cc1)O)(c1ccc(cc1)O)C.Clc1ccc(cc1)S(=O)(=O)c1ccc(cc1)Cl,459
Oc1ccc(cc1)c1ccc(cc1)O.Clc1ccc(cc1)S(=O)(=O)c1ccc(cc1)Cl,482
Clc1ccc(cc1)S(=O)(=O)c1ccc(cc1)Cl.Oc1ccc(cc1)S(=O)(=O)c1ccc(cc1)O,489
Oc1ccc(cc1)O.Clc1ccc(cc1)S(=O)(=O)c1ccc(cc1)Cl,479
c1cc(ccc1C(=O)Cl)C(=O)Cl.c1ccc(cc1)Oc2ccccc2,437
NCCCCCCCCCN.ClC(=O)c1ccc(cc1)C(=O)Cl,394
Nc1cc(ccc1)N.ClC(=O)c1cc(ccc1)C(=O)Cl,537
Nc1ccc(cc1)N.ClC(=O)c1ccc(cc1)C(=O)Cl,600
NCCCCCCN.ClC(=O)c1ccc(cc1)C(=O)Cl,412
NCCCCCCCCCCCC(=O)O,313
NCCCCCCCCCC(=O)O,315
O=C1CCCCCCCN1,324
O=C1CCCCCN1,324
C1CNC1=O,384
OC(=O)C(O)C,332
CC1CC(=O)O1,276
O=C1OCC(=O)OC1,312
O=C1CCCCCO1,208
CC1CO1,206
CC1OC1C,211
O=C1CCCCCO1,213
CC1SC1,226
c1ccc(OCC2CO2)cc1,315
CCOc1ccccc1C,278
C=CCC(=O)OC,281
C=COC(=O)CCC,283
CCCOc1ccc(C)cc1,295
C=COC(C)=O,301
C=COC=O,304
C(CCCCCC(=O)O)CCCCCN,310
C(CCCCCN)CCCCC(=O)O,315
OC(CCCCCCCCCN)=O,316
CC(COC(C(C)=C)=O)C,321
O=C(O)CCCCCCCCN,324
O=C(O)CCCCCCCN,324
OC(CCCCCCN)=O,330
CC(C(OC(C)CC)=O)=C,330
O=C1CCCCCN1,335
CC(COC(=O)C(=C)C)O,349
C1=CC(=CC=C1CC2=CC=C(C=C2)N=C=O)N=C=O.C(CCOCCCO)CO,190
C=O,218
NC(=O)CCCCCCCCC(=O)N1CCCCCC1,313
NC(=O)CCCCCCCCC(=O)N1CCCCCCCCCC1,319
CCc1cc(C)ccc1C,298
Cc1ccc(C)c(C)c1,328
NC(=O)CCCCC(=O)N1CCCCCC1,330
CCC1=CC(=C(C=C1)CCC2=CC(=C(C=C2)CCC3=CC(=C(C=C3)CCC4=CC(=C(C=C4)CCC5=CC(=C(C=C5)CCC6=CC(=C(C=C6)CC)Cl)Cl)Cl)Cl)Cl)Cl,353
