CCCCCCCCCCCC[N+](C)(C)CCCCCCCC.[Br-],3.041392685,CCCCCCCCCCCCNCCCCCCCCCCBr,25
CCCCCCCCCCCCCC[N+](CC)(CC)CC.[Br-],3.491361694,CCCCCCCCCCCCCCNCCCCCCBr,23
CCCCCCCCCCCCCC[N+](CCC)(CCC)CCC.[Br-],3.322219295,CCCCCCCCCCCCCCNCCCCCCCCCBr,26
CCCCCCCCCCCCCC[N+](CCCC)(CCCC)CCCC.[Br-],3.079181246,CCCCCCCCCCCCCCNCCCCCCCCCCCCBr,29
CCCCCCCCCC[N+](C)(C)Cc1ccccc1.[Cl-],4.591064607,CCCCCCCCCCNCCCccccccCl,22
CCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.[Cl-],3.944482672,CCCCCCCCCCCCNCCCccccccCl,24
CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.[Cl-],3.301029996,CCCCCCCCCCCCCCNCCCccccccCl,26
CCCCCCCCCCCC[NH2+]CCO.[Cl-],4.653212514,CCCCCCCCCCCCNHCCOCl,19
CCCCCCCCCCCC[NH+]CCO.[Cl-],4.556302501,CCCCCCCCCCCCNHCCOCl,19
CCCCCCCCCCCC[N+]CCO.[Cl-],4.397940009,CCCCCCCCCCCCNCCOCl,18
CCCCCCCCCC[N+](C)(C)CCCCCCCCCC.[Br-],3.267171728,CCCCCCCCCCNCCCCCCCCCCCCBr,25
CCCCCCCCCCCC[N+](C)(C)CCCCCCCCCCCC.[Br-],2.245512668,CCCCCCCCCCCCNCCCCCCCCCCCCCCBr,29
CCCCCCCCCCCCCCCC(=O)NC(C(=O)[O-])C(C)C.[Na+],3.278753601,CCCCCCCCCCCCCCCCONCCOOCCCNa,27
CCCCCCCCCCCCCCCC(=O)NC(CC(C)C)C(=O)[O-].[Na+],3.176091259,CCCCCCCCCCCCCCCCONCCCCCCOONa,28
CCCCCCCCCCS(=O)(=O)[O-].[Na+],4.633468456,CCCCCCCCCCSOOONa,16
CCCCCCCCCCCCS(=O)(=O)[O-].[Na+],4.093421685,CCCCCCCCCCCCSOOONa,18
CCCCCCCCCCCCS(=O)(=O)[O-].[Li+],4.041392685,CCCCCCCCCCCCSOOOLi,18
CCCCCCCCCCCCS(=O)(=O)[O-].[NH4+],3.949390007,CCCCCCCCCCCCSOOONH,18
CCCCCCCCCCCCS(=O)(=O)[O-].[K+],3.968482949,CCCCCCCCCCCCSOOOK,17
CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],3.913813852,CCCCCCCCCCCCOSOOONa,19
CCCCCCCCCCCCOS(=O)(=O)[O-].[Li+],3.949390007,CCCCCCCCCCCCOSOOOLi,19
CCCCCCCCC(CC)OS(=O)(=O)[O-].C[N+](C)(C)C,3.740362689,CCCCCCCCCCCOSOOOCNCCC,21
CCCCCCCCC(CC)OS(=O)(=O)[O-].CCC[N+](CCC)(CCC)CCC,3.342422681,CCCCCCCCCCCOSOOOCCCNCCCCCCCCC,29
